user_name,status,datetime
Chuck Schumer,"The emergency unemployment insurance and ban on evictions passed in the CARES Act will soon expire.
 
But Senate Republicans refuse to act.
 
As they delay, America moves closer to a number of cliffs that threaten our economy and families and people.",2020-06-16 18:48:19.990569
Doug Jones,An emotional day of the Senate floor today with the bipartisan reading of MLK’s Letter from Birmingham Jail.  We can do this America - together. https://t.co/S3EKtFzNil,2020-06-16 18:48:50.710730
Richard Blumenthal,"At today’s Judiciary hearing on police brutality, I wanted to lift up &amp; give added voice to some of the people I’ve heard at demonstrations all around CT. Please take a moment to listen to these profoundly powerful words from Imani Tyson, Deon Forbes, &amp; Dunn Pearson. https://t.co/ccjZLupZj4",2020-06-16 18:53:35.032825
Senator Dick Durbin,"When America cries out for meaningful, historic police reform, Pres. Trump’s EO is modest at best. Democrats have introduced bold, comprehensive legislation to hold police accountable for misconduct &amp; change the culture of law enforcement. We need real change, and we need it now.",2020-06-16 18:59:18.929533
Richard Blumenthal,One of the principal steps in the Justice in Policing Act is the change in the state of mind requirement from ‘willfully’ to ‘knowingly or w/reckless disregard.’ I asked @vanitaguptaCR of @civilrightsorg to help explain why this makes a difference in holding police accountable. https://t.co/j5wtzY2b1w,2020-06-16 19:00:37.984635
Ed Markey,"In the 1980s, nuclear armageddon was on our doorstep. I was helping lead the fight for a Nuclear Freeze and my opponent had charged me with ""not showing up."" Well, there is no fight more personal or more local than the fight to save our planet. https://t.co/AlSuggflna",2020-06-16 19:06:05.362125
Jeff Merkley,"We only need to win four new seats in November to take back the Senate from Mitch McConnell! If you’re able to chip in today, 💯% of your donation goes to helping @CaptMarkKelly @SaraGideon @CalForNC @Hickenlooper cross that finish line and #FlipTheSenate: https://t.co/8J6VpQgbXz https://t.co/ID0v7nKPbu",2020-06-16 19:14:10.010039
Senator Dianne Feinstein,"President Trump’s decision to remove troops from Germany endangers our national security and the security of our NATO and European allies. Last week I called on the Trump administration to reconsider this withdrawal.

https://t.co/FWUdhrVykD https://t.co/vPJgSWvU6f",2020-06-16 19:16:05.436419
Tina Smith,Calling all members of Team Tina 📣  Ready to re-elect Tina and take back the Senate in November? Text TINA to 30311 to subscribe to texts from our campaign. Trump only lost MN by 1.5 points in 2016. We need your help to keep MN blue. Subscribe today ↴ https://t.co/iLOLAXCh6o,2020-06-16 19:21:07.860505
Amy Klobuchar,"Our country cannot wait for Senate Republicans to step up and take action.

Our country cannot wait for Republicans to support the HEROES Act.

Our country cannot wait for Republicans to support the Justice in Policing Act.

We cannot sit in silence—we must get things done now.",2020-06-16 19:33:15.996085
Senator Chris Coons,"Thank you my friend for your support of the #CORPSAct, and your inspiring work with @WCKitchen to ensure no one goes hungry during this pandemic.",2020-06-16 19:41:25.681131
Chuck Schumer,"On the heels of the historic Supreme Court ruling:

Every single Senate Democrat just told Senator McConnell to put the #EqualityAct on the floor.

It passed the House over a year ago.

Discrimination against LGBTQ+ Americans must be over once and for all.

#PrideMonth https://t.co/GMc7hCu5gW",2020-06-16 19:43:32.607336
Tammy Duckworth,"I had a call w/Secretary McCarthy to reiterate:

1️⃣ My demand for investigations into the use of low-flying military helicopters to suppress peaceful protesters.

2️⃣ The need to remove Confederate battle flags from @USArmy bases.
https://t.co/NqDITY7JPc",2020-06-16 19:45:07.381748
Elizabeth Warren,"So that’s it, @VP Pence? You’re just going to close your eyes, plug your ears, &amp; pat yourself on the back for the public health catastrophe under your watch? This is as pathetic as it is reckless. https://t.co/qDhLpg7sbG",2020-06-16 20:13:53.651703
Senator Chris Coons,"Thank you, @MayorOfLA, for your leadership and support to help our communities recover from the impacts of COVID-19. #CORPSAct",2020-06-16 20:15:40.662176
Kamala Harris,The Justice in Policing Act would require real accountability and consequence from those in the system who break the rules and break the law. https://t.co/aHhSdqNQZ9,2020-06-16 20:16:25.207646
Tina Smith,"Thanks to the work of @BlueFutureNow and others, young people across the country are being empowered to organize for their futures. Great to chat with you yesterday!",2020-06-16 20:20:10.001272
Amy Klobuchar,"Today Mayor @MelvinCarter3 gave a powerful statement at the Judiciary Committee hearing. He is absolutely right when saying, “Our children &amp; grandchildren will call us to account for our actions...Simply measuring the problems &amp; offering incentives will not suffice.” We must act.",2020-06-16 20:35:16.934314
Senator Chris Coons,"Recovering from COVID-19 is going to take a long time and a lot of work, and Republicans and Democrats agree that we can expand our national service programs like @AmeriCorps to get our country &amp; our economy back to full speed and uplift our communities.

#CORPSAct #Stand4Service https://t.co/i2klxPbCsB",2020-06-16 20:36:07.014496
Tina Smith,Team Tina here! Want to get involved with our campaign? Join our virtual textbank tomorrow at  5pm CT! Sign up here: https://t.co/MuC1MJby1Y,2020-06-16 20:42:04.697618
Brian Schatz,Read this. Pass it on. Just wear the mask.,2020-06-16 20:46:05.058527
Doug Jones,"It's time, America. I'm going to keep working for the change we need every day but I could use your help. It means more than you know. https://t.co/MFNRb25Jfx",2020-06-16 20:56:10.314202
Sherrod Brown,"A peaceful protester in Bethel, Ohio was sucker-punched in the head right in front of police officers – and they did nothing about it. 

These officers’ inaction is shameful. This is why we need the Justice in Policing Act - to hold police accountable.
 https://t.co/Q6uOZMWVsy",2020-06-16 21:03:42.079545
Tina Smith,"The FDA has revoked Hydroxychloroquine as a COVD-19 treatment. As usual, Trump chose to ignore science and push a potentially dangerous drug for his own political benefit.",2020-06-16 21:08:23.387139
Richard Blumenthal,"Later during the hearing, I was able to share a couple more CT voices. Don Bell, Awet Tsegai, &amp; Paul Witherspoon’s stories are reflective of many Black Americans' experiences with police. https://t.co/xjeGLUww9v",2020-06-16 21:08:58.557052
Richard Blumenthal,DOJ’s Erin Nealy Cox was unprepared to answer key questions about convictions under Sec. 242— the statute used to hold law enforcement officers accountable for use of excessive force. This info is vital to making federal enforcement more effective as a deterrent &amp; punishment. https://t.co/rES2RCNkEs,2020-06-16 21:17:44.362929
Tina Smith,"Climate change and wildlife protection are two important issues of our time, and we’ve got to take action now. The U.S. needs to be a leader on this front. I’m honored to be endorsed by @NRDC_AF. https://t.co/IUIQFSNbld",2020-06-16 21:26:19.967208
Kamala Harris,We have to ban chokeholds. https://t.co/0yXgcSXQMf,2020-06-16 21:41:05.513267
Tina Smith,"Riah Milton and Dominique “Rem’ Mie” Fells should still be alive. The lives of Black trans women continue to be threatened, and we’ve got to protect them. Trans rights are human rights. https://t.co/EwhzdMcdGu",2020-06-16 21:52:52.332628
Brian Schatz,The Vice President is writing about how 750 American deaths per day is a sign of good progress or something and honestly I feel like we will look back on this time in horror and shame. We could have been South Korea.,2020-06-16 22:35:08.759510
Doug Jones,"Seems that the dramatic rise in COVID cases &amp; the use, and refusal to use, masks are once again front &amp; center in Alabama.  Please folks, don’t let politics guide decisions about your health. Listen to the docs, listen to public health officers &amp; please use masks when your out.",2020-06-17 06:13:34.346490
Senator Dick Durbin,"100 economists—among them 2 fmr. chairs of the Fed. Reserve, 3 fmr. chairs of the Council of Economic Advisers, &amp; 2 Nobel Laureates—are urging Congress to pass another #COVID19 relief package.
 
Sen. McConnell must bring the House-passed #HeroesAct to the floor for a vote ASAP.",2020-06-17 08:27:59.181087
Senator Chris Coons,Thank you @AnnMaura for your incredible support &amp; steadfast work to expand national service opportunities across the country. #CORPSAct,2020-06-17 09:02:48.542106
Ron Wyden,Here's your daily reminder that Mitch McConnell is holding your right to vote hostage by refusing to expand #VoteByMail nationwide so you can vote safely during a pandemic.,2020-06-17 09:05:07.275034
Tom Udall,I’m testifying before the Committee on Environment &amp; Public Works @EPWDems about my bill to #BreakFreeFromPlastic Pollution. This is a big moment in our work to tackle the plastic pollution crisis. Tune in here: https://t.co/Lmv0xgQSqM,2020-06-17 09:09:19.152470
Senator Jack Reed,"This week’s SCOTUS decision extended employment protections to LGBTQ Americans in the workplace, but Congress still needs to take additional steps to ensure equal protection under the law in other key areas. We urge Sen. GOP leadership to bring #EqualityAct up for a vote. https://t.co/omHPZAd1m8",2020-06-17 09:09:35.479153
Chris Murphy,"State and local budgets are on fire all over the country and Senate Republicans are refusing to approve any new emergency state aid. What an unconscionable dereliction of duty.
https://t.co/cucfowIKhs",2020-06-17 09:17:47.501329
Sheldon Whitehouse,"""I will consider every conversation with me as President highly classified.""  

Wrong.  

At best, privileged, but even that is a huge stretch — &amp; waived all the time. Classified &amp; privileged completely different.  

Bolton must HATE all this publicity as he launches his book...",2020-06-17 09:19:19.245479
Senator Dick Durbin,Speaking on the Senate floor now. https://t.co/FwgOOBTgYC,2020-06-17 09:40:25.130992
Kamala Harris,"Rev. Clementa C. Pinckney
Rev. Sharonda Coleman-Singleton
Rev. Daniel Simmons 
Rev. DePayne Middleton-Doctor
Myra Thompson
Tywanza Sanders
Ethel Lance
Cynthia Hurd
Susie Jackson

Five years ago and still more work to do to combat hatred and systemic racism. #EmanuelNine",2020-06-17 09:50:58.095630
Senator Chris Coons,"When Russian national Yevgeniy Prigozhin, the Wagner Group, and others meddle in foreign elections &amp; send mercenaries to fight in proxy wars overseas, they pose a threat to international stability. These actors have led subversive campaigns across the world, &amp; the US must respond",2020-06-17 10:02:42.386622
Mark Warner,"Big day for our National Parks and public lands as our bipartisan Great American Outdoors Act comes up for a vote this morning.
 
With this historic conservation and jobs bill, we’re going to finally #RestoreOurParks and #FundLWCF",2020-06-17 10:06:25.816828
Mark Warner,"Big day for our National Parks and public lands as our bipartisan Great American Outdoors Act comes up for a vote this morning.
 
With this historic conservation and jobs bill, we’re going to finally #RestoreOurParks and #FundLWCF",2020-06-17 10:06:31.144424
