user_name,status,datetime
Sen. Lisa Murkowski,"The Keeping Women and Girls Safe from the Start Authorization Act, legislation I introduced w/ @SenatorMenendez, @SenatorShaheen, @SenatorCardin, &amp; @SenBlumenthal, will bolster current U.S. &amp; international efforts to address gender-based violence (GBV). https://t.co/z4uWsS2o7h https://t.co/IRQpeiPCNx",2020-06-18 15:03:34.739668
Martha McSally,"The #JUSTICEAct ensures best training practices permeate police departments across America. 

More from my conversation with @azfamily ⬇️ https://t.co/f1fcDnkJp1",2020-06-18 15:11:42.026018
Senator John Thune,"Great explanation of the #JUSTICEAct by @SenatorTimScott. 
This bill is full of common-sense solutions and bipartisan priorities to improve policing in this country. 
Please take the time to learn more. https://t.co/qPTBR4IyGg",2020-06-18 15:12:11.987187
Senator Mike Crapo,"Welcome to Idaho, @SecBrouillette!",2020-06-18 15:13:00.584192
Josh Hawley,"Delighted the Senate just passed my resolution honoring St. Louis native &amp; longtime police officer #DavidDorn. David lost his life helping protect a friend’s shop during violent rioting in STL. His example of sacrifice &amp; service is an inspiration, &amp; a credit to police everywhere",2020-06-18 15:16:28.121533
Sen. Lamar Alexander,"In the @TimesFreePress: @SecBrouillette awarded the grant Wednesday to the Oak Ridge Institute, a partnership created between @UTKnoxville and @ORNL a year ago to train science and engineering leaders and create new ventures to tackle new energy frontiers. https://t.co/dRUGjEvT7f",2020-06-18 15:18:22.093778
Senator Rand Paul,"One thing we can all be thankful for — @realDonaldTrump ignored Bolton’s incessant calls for war.

https://t.co/RMpljTh8uZ",2020-06-18 15:24:17.859403
Senator Kelly Loeffler,"Spoke with dozens of local leaders today through @GACounty about Congress’ efforts to combat the health &amp; economic impact of COVID-19.

Helping GA families &amp; communities has been a key focus of mine throughout this pandemic &amp; it will continue to be during our recovery &amp; beyond. https://t.co/FTTPLtjvuS",2020-06-18 15:27:09.274416
Marco Rubio,"Jobs destroyed,schools closed &amp; graduations cancelled on the advice of experts who then suddenly decided the risks of some large gatherings were acceptable

So from now on while their input is still valued,they don’t get to decide what to cancel anymore https://t.co/3ME4QntqXY",2020-06-18 15:31:31.282965
Sen. Marsha Blackburn,"Big Tech and contract tracing apps are monetizing your sensitive healthcare information. This can’t continue, and it’s time we find a bipartisan solution. https://t.co/hwZVgAqeVZ",2020-06-18 15:36:23.238430
"Bill Cassidy, M.D.",A local plant in Vidalia is beginning to produce face masks to help address the shortage of PPE in the United States.  https://t.co/UUx7DALFW3,2020-06-18 15:39:05.442883
Josh Hawley,"Ex-mayor Pete! Enjoyed your speech. So does this mean you’ve given up your plan for Court packing, since SCOTUS is suddenly a hallowed institution and all? Or does it just depend on whether they deliver the results you want? Good to see you standing on principle! Enjoy retirement",2020-06-18 15:41:45.001790
Sen. Marsha Blackburn,"Big Tech and contact tracing apps are monetizing your sensitive healthcare information. This can’t continue, and it’s time we find a bipartisan solution. https://t.co/hxI7jT1tPG",2020-06-18 15:42:29.223931
Senator Ron Johnson,"Pleased to introduce a resolution w/@SenatorShaheen celebrating the 140th anniversary of establishing diplomatic relations with Romania🇺🇸🤝🇷🇴

America applauds Romania's continuing pursuit of democratic, social, &amp; economic progress.",2020-06-18 15:43:11.571998
Tim Scott,Thank you to @RepPeteStauber and all the House members supporting the #JUSTICEAct. The time to act is now!,2020-06-18 15:46:20.694708
Joni Ernst,"Honored to work with my friend @SenatorTimScott on the #JUSTICEAct. 
 
📺 WATCH as he explains why this bill is so important: https://t.co/AEWGPrTRgD",2020-06-18 15:47:09.992408
Rob Portman,"This afternoon, the Senate unanimously approved my resolution with @SenSherrodBrown honoring Otto Warmbier &amp; all those who have been illegally held captive by the brutal regime in North Korea. 

We must ensure that Otto is never forgotten.",2020-06-18 15:54:19.279733
Senator Todd Young,"#Coronavirus has highlighted the need to close the digital divide &amp; increase broadband access in Indiana. I've been working with @BrendanCarrFCC to increase internet access for Hoosiers in rural areas as we continue to work, learn, shop &amp; more from home. https://t.co/Obcjyg2eQI",2020-06-18 16:00:56.336546
Senator Roy Blunt,"The #JUSTICEAct will

▶️ Improve hiring practices

▶️ Focus on de-escalation &amp; duty to intervene training

▶️ Preserve prior disciplinary records to root out bad actors

▶️ Provide resources for more officers to have body cameras - and include repercussions if they're not used",2020-06-18 16:04:58.760789
ChuckGrassley,Gov Reynolds using CARES Act $$$ to help w Beef Up Iowa which connects beef producers w food insecure Iowans Gr8 way to help by purchasing cattle from local producers who lost processing options then donates the IA beef 2 food banks FFA/4-H/ISU Meat Lab students also helping,2020-06-18 16:10:45.330782
Mike Lee,"The Supreme Court held today that President Obama’s DACA program is clearly illegal. That should have been the end of the inquiry.  If a president can’t undo the illegal acts of his predecessor, that can lead only to ever-expanding executive power.
https://t.co/yCpa4mUdRe",2020-06-18 16:15:23.373531
Rob Portman,"China has been systematically stealing research &amp; innovation from US colleges for nearly two decades.

It’s time to get our house in order &amp; do everything we can to stop it. That’s why I’ve introduced new legislation to protect US taxpayer-funded research.https://t.co/Y19HjTqyuQ",2020-06-18 16:19:10.578210
Martha McSally,"ICYMI: Our historic legislation to revitalize Arizona’s public lands and reinvigorate our rural economies passed the Senate yesterday! 
https://t.co/V0Hcio4mMc",2020-06-18 16:23:05.382016
Cindy Hyde-Smith,"The majority of police officers are fair &amp; just, however, it's time to build public confidence through commonsense reforms founded on better training, accountability &amp; transparency. These goals cannot be met by irresponsible demands to ‘defund the police.’
https://t.co/kazZ1YqKLb",2020-06-18 16:30:05.671497
Senator Roy Blunt,".@TheJusticeDepartment has real tools, like pattern-or-practice reviews and consent decrees, that help root out problems &amp; make needed changes in law enforcement departments. DOJ should resume using these tools to address rights violations. https://t.co/UoWeLUMdWw",2020-06-18 16:30:05.701058
Senator Kelly Loeffler,"More than ever, supporting American agriculture needs to be a national priority. The bills I intro'd this week will prioritize products grown in the USA &amp; ensure China is not bending international trade rules at the expense of American farmers &amp; ranchers. https://t.co/4f8d6KmcCm",2020-06-18 16:40:14.978788
Cory Gardner,I joined @DanaPerino to discuss why I’m cosponsoring @SenatorTimScott’s JUSTICE Act to improve law enforcement. We must take action – this has been avoided for too long in our country. https://t.co/2lNqWIhVzy,2020-06-18 16:46:52.538352
Senator Roger Wicker,"The #coronavirus pandemic continues to threaten millions of jobs supported by America’s small and independent restaurants. Today I introduced The #RESTAURANTSAct, which would help save many of these businesses. https://t.co/zgUpXH7eAR",2020-06-18 16:50:05.428920
Sen. Jim Inhofe,"It was great to speak with witnesses yesterday at an @EPWGOP hearing to talk about the problems with banning single-use plastics and some of the unintended environmental consequences plastics alternatives could have on the environment. 

For more ⬇️
https://t.co/bnvHcDLczI",2020-06-18 17:00:05.846257
Senator Roy Blunt,"David Dorn dedicated his life to serving his community and keeping people safe. Today, the Senate unanimously passed a resolution honoring his life and service. We offer our deepest condolences to his family, friends, and colleagues.",2020-06-18 17:03:58.463212
Senator Roger Wicker,"This framework would support the delivery of these services by fostering investment, promoting broadband deployment, &amp; enhancing network security &amp; resiliency. I thank Ranking Member @repgregwalden for working with me to help expand reliable broadband connection to all Americans.",2020-06-18 17:06:03.391166
Senator Roy Blunt,"David Dorn dedicated his life to keeping people safe. Today, the Senate unanimously passed a resolution honoring his memory and service. We offer our deepest condolences to his family, friends, and colleagues.",2020-06-18 17:09:02.591823
Senator Mike Rounds,"🚨Great news for Mitchell:
The city of Mitchell has received more than $3 million in grant funding to improve the city's storm water system. This project will allow businesses to update sewer piping &amp; water mains to help prevent damage during flood events. https://t.co/J5ykecnrGg",2020-06-18 17:11:57.818652
Shelley Moore Capito,"Thank you, @realDonaldTrump! Great investment for #WV!",2020-06-18 17:15:55.676273
Senator Roger Wicker,"This major award from the @USDOT is the final piece of a multi-phase effort by state and local officials to ensure U.S. 82 remains a source of economic vitality for our state. Thank you, @realDonaldTrump!",2020-06-18 17:19:03.251872
Joni Ernst,"These 52 “new” refinery petitions should be dismissed immediately.
 
@EPAAWheeler: apply the 10th Circuit decision nationwide and uphold the spirit and letter of the #RFS—the law.",2020-06-18 17:20:52.025868
Martha McSally,Congratulations to Arizona’s Dr. Sethuraman Panchanathan!,2020-06-18 17:21:08.922661
Sen. Dan Sullivan,"I find it unacceptable for many of our nation’s largest banks—in the middle of a devastating pandemic-driven economic downturn—to discriminate against America’s energy sector, particularly development projects in Alaska, to score political points with extreme activists.",2020-06-18 17:22:52.243771
Senator Kelly Loeffler,"When you vilify, shame &amp; call to defund police, why would they show up for work?
 
Defunding the police is a dangerous idea that we will soon see the negative effects of nationwide if the Left gets its way.
 
We must stand with our men and women of law enforcement. https://t.co/LcyIysxMQX",2020-06-18 17:27:53.305176
Rob Portman,"Between the #ChinaTradeDeal &amp; #USMCA, we've already secured 2 historic trade deals this yr. 

And we are not finished yet. 
 
Trade agreements with the UK and Kenya would create jobs and spur economic growth here in the US. We should aim to get them done by the end of the year. https://t.co/f30o4Sf0Qf",2020-06-18 17:30:16.456920
Senator Pat Toomey,The CCP is a gross violator of human rights. Yesterday a bipartisan bill I supported imposing sanctions on those responsible for these cruel &amp; inhumane acts was signed into law. The firsthand accounts in this article further underscore the need for action: https://t.co/5tcJI68cZd,2020-06-18 17:38:50.670232
